CP1 MT FUNNY|false|1065
-521.5774536132812,788.9710693359375,1149.4351806640625|-0.7893518209457397,4.19218224578799e-08,0.6139411330223083|2.935387755087504e-08,1,-3.0542476991968215e-08|Running
-521.8931274414062,788.9710693359375,1149.680908203125|-0.7893518209457397,6.966143217823628e-08,0.6139411330223083|4.8767184068765346e-08,1,-5.076539721926565e-08|Running
-522.4192504882812,788.9710693359375,1150.0904541015625|-0.7893518209457397,1.1585458281615502e-07,0.6139411330223083|8.109503113473693e-08,1,-8.444143162478213e-08|Running
-522.7349243164062,788.9710693359375,1150.336181640625|-0.7893518209457397,8.977627885542461e-08,0.6139411330223083|6.283880793489516e-08,1,-6.543681507764632e-08|Running
-523.2610473632812,788.9710693359375,1150.7457275390625|-0.7893518209457397,4.6349594384764714e-08,0.6139411330223083|3.243777513262103e-08,1,-3.378952584398576e-08|Running
-523.6819458007812,788.9710693359375,1151.0733642578125|-0.7893518209457397,1.1641657415850659e-08,0.6139411330223083|8.140334628592427e-09,1,-8.49604298025497e-09|Running
-523.9976196289062,788.9710693359375,1151.319091796875|-0.7893518209457397,-1.4369822665116772e-08,0.6139411330223083|-1.0069113542954256e-08,1,1.0459877408663942e-08|Running
-524.5237426757812,788.9710693359375,1151.7286376953125|-0.7893518209457397,-5.7685230814286115e-08,0.6139411330223083|-4.0392251321463846e-08,1,4.202606973535694e-08|Running
-524.9446411132812,788.9710693359375,1152.0562744140625|-0.7893518209457397,-9.230423358985718e-08,0.6139411330223083|-6.462743584734199e-08,1,6.725473866708853e-08|Running
-525.2603149414062,788.9710693359375,1152.302001953125|-0.7893518209457397,-1.1824906920310241e-07,0.6139411330223083|-8.279022978285866e-08,1,8.616208901912614e-08|Running
-525.6812133789062,788.9710693359375,1152.629638671875|-0.7893518209457397,-8.094644243783478e-08,0.6139411330223083|-5.667177305213045e-08,1,5.89836304243363e-08|Running
-526.1021118164062,788.9710693359375,1152.957275390625|-0.7893518209457397,-4.367571548868909e-08,0.6139411330223083|-3.0575645126873496e-08,1,3.1828413682433165e-08|Running
-526.6282348632812,788.9710693359375,1153.3668212890625|-0.7893518209457397,2.8678888153166326e-09,0.6139411330223083|2.013144984047699e-09,1,-2.0829507008102155e-09|Running
-526.9439086914062,788.9710693359375,1153.612548828125|-0.7893518209457397,3.077017396435622e-08,0.6139411330223083|2.1549704243284395e-08,1,-2.2412368849700215e-08|Running
-527.3648071289062,788.9710693359375,1153.940185546875|-0.7893518209457397,6.794538620624735e-08,0.6139411330223083|4.75789647680358e-08,1,-4.949797727249461e-08|Running
-527.8909301757812,788.9710693359375,1154.3497314453125|-0.7893518209457397,1.1436970481781827e-07,0.6139411330223083|8.008425567140876e-08,1,-8.332241208108826e-08|Running
-528.2066040039062,788.969970703125,1154.595458984375|-0.7893518209457397,8.891347391681848e-08,0.6139411330223083|6.225849347174517e-08,1,-6.477756642198074e-08|Running
-528.7327270507812,788.9666748046875,1155.0050048828125|-0.7893518209457397,4.6522679042482196e-08,0.6139411330223083|3.257430236658365e-08,1,-3.389591185509744e-08|Running
-529.0484008789062,788.9635620117188,1155.250732421875|-0.7893518209457397,2.110994756776563e-08,0.6139411330223083|1.4779011792143137e-08,1,-1.5382758178361655e-08|Running
-529.6797485351562,788.9567260742188,1155.7421875|-0.7893518209457397,-2.9666638923231403e-08,0.6139411330223083|-2.0777344289513167e-08,1,2.1607940325907293e-08|Running
-530.3110961914062,788.9497680664062,1156.233642578125|-0.7893518209457397,-8.037812904149177e-08,0.6139411330223083|-5.628812260738414e-08,1,5.855121543163477e-08|Running
-530.5215454101562,788.9474487304688,1156.3974609375|-0.7893518209457397,-9.726750960226127e-08,0.6139411330223083|-6.811492880842707e-08,1,7.085510844717646e-08|Running
-530.7319946289062,788.94580078125,1156.561279296875|-0.7893518209457397,-1.1414966394340809e-07,0.6139411330223083|-7.993667594519138e-08,1,8.315374344647353e-08|Running
-531.1528930664062,788.94287109375,1156.888916015625|-0.7893518209457397,-7.835825499569182e-08,0.6139411330223083|-5.4872117516424623e-08,1,5.708177042151874e-08|Running
-532.0999145507812,788.9429931640625,1157.6260986328125|-0.7893518209457397,2.0605923634064993e-09,0.6139411330223083|1.444814046180909e-09,1,-1.4987198149185588e-09|Running
-532.4155883789062,788.94384765625,1157.871826171875|-0.7893518209457397,2.883250438401319e-08,0.6139411330223083|2.019305611611344e-08,1,-2.1000513328317538e-08|Running
-532.9417114257812,788.946533203125,1158.2813720703125|-0.7893518209457397,7.341421337514475e-08,0.6139411330223083|5.141341929970622e-08,1,-5.347571274683105e-08|Running
-533.0469360351562,788.9472045898438,1158.36328125|-0.7893518209457397,8.232483850179051e-08,0.6139411330223083|5.765348731756603e-08,1,-5.996658813955946e-08|Running
-533.3626098632812,788.9493408203125,1158.6090087890625|-0.7893518209457397,1.0904528835453675e-07,0.6139411330223083|7.636568710722713e-08,1,-7.943089030959527e-08|Running
-533.6782836914062,788.9517211914062,1158.854736328125|-0.7893518209457397,9.966529290750259e-08,0.6139411330223083|6.979649214144956e-08,1,-7.259866663389403e-08|Running
-534.0991821289062,788.9550170898438,1159.182373046875|-0.7893518209457397,6.31227408121049e-08,0.6139411330223083|4.4205044957834616e-08,1,-4.598065217464864e-08|Running
-535.4671020507812,788.9661254882812,1160.2471923828125|-0.7893518209457397,-5.54249162121323e-08,0.6139411330223083|-3.8816178715705973e-08,1,4.037080003627125e-08|Running
-536.0984497070312,788.9691772460938,1160.7386474609375|-0.7893518209457397,-1.1002817501548634e-07,0.6139411330223083|-7.705590832074449e-08,1,8.01444102194182e-08|Running
-536.2036743164062,788.969482421875,1160.820556640625|-0.7893518209457397,-1.1912190700513747e-07,0.6139411330223083|-8.34244318070887e-08,1,8.676838803012288e-08|Running
-536.7297973632812,788.970458984375,1161.2301025390625|-0.7893518209457397,-7.32720764062833e-08,0.6139411330223083|-5.1314273719071934e-08,1,5.337166086860634e-08|Running
-537.0454711914062,788.9707641601562,1161.475830078125|-0.7893518209457397,-4.5785693458810783e-08,0.6139411330223083|-3.2064647825791326e-08,1,3.3350762151940216e-08|Running
-537.4663696289062,788.9710083007812,1161.803466796875|-0.7893518209457397,-9.164598857580586e-09,0.6139411330223083|-6.417676168268827e-09,1,6.676201369515411e-09|Running
-537.8872680664062,788.9710693359375,1162.131103515625|-0.7893518209457397,2.7425183901641503e-08,0.6139411330223083|1.9207371693141795e-08,1,-1.9975548326556236e-08|Running
-538.3081665039062,788.9710693359375,1162.458740234375|-0.7893518209457397,6.398368412874333e-08,0.6139411330223083|4.481051263383051e-08,1,-4.660450514393233e-08|Running
-538.8342895507812,788.9710693359375,1162.8682861328125|-0.7893518209457397,1.0963785257445124e-07,0.6139411330223083|7.678366387153801e-08,1,-7.9858679669087e-08|Running
-539.1499633789062,788.9710693359375,1163.114013671875|-0.7893518209457397,1.0054071708509582e-07,0.6139411330223083|7.041249006078942e-08,1,-7.323257023017504e-08|Running
-539.5708618164062,788.9710693359375,1163.441650390625|-0.7893518209457397,6.411985964405176e-08,0.6139411330223083|4.490545535418278e-08,1,-4.670424758046465e-08|Running
-539.9917602539062,788.9710693359375,1163.769287109375|-0.7893518209457397,2.773014529111606e-08,0.6139411330223083|1.942022365142293e-08,1,-2.0198607231236565e-08|Running
-540.3228149414062,788.9710693359375,1164.2889404296875|-0.7263888716697693,0.000025823932446655817,0.6872839331626892|0.00001946697011590004,1,-0.000016999294530251063|Running
-540.3883666992188,788.9710693359375,1164.6768798828125|-0.6761938333511353,0.00004610620089806616,0.736723780632019|0.0000334011965605896,1,-0.00003192582880728878|Running
-540.471923828125,788.9710693359375,1165.3377685546875|-0.5941100120544434,0.000046233704779297113,0.8043837547302246|0.00003054007902392186,1,-0.000034920569305540994|Running
-540.5380249023438,788.9710693359375,1165.8670654296875|-0.5340189933776855,0.000035031873267143965,0.8454724550247192|0.000020809011402889155,1,-0.000028291240596445277|Running
-540.6041259765625,788.9710693359375,1166.3963623046875|-0.4805757403373718,0.000024573942937422544,0.8769532442092896|0.000012935750419273973,1,-0.000020933084670105018|Running
-540.7998046875,788.9710693359375,1166.8519287109375|-0.4972335696220398,0.000009875318937702104,0.8676167130470276|0.0000046738759920117445,1,-0.000008703510502527934|Running
-540.982177734375,788.9711303710938,1167.12451171875|-0.5064696073532104,0.000002188897724408889,0.8622578382492065|9.267045584238076e-07,1,-0.0000019942413018725347|Running
-541.0263061523438,788.97119140625,1167.1903076171875|-0.5066643357276917,-5.779733101007878e-07,0.8621433973312378|-2.932001734734513e-07,1,4.980832954970538e-07|Running
-541.0274658203125,788.97119140625,1167.192138671875|-0.5066697001457214,-3.8706392047060945e-07,0.8621402382850647|-1.7515294814529625e-07,1,3.460216930761817e-07|Running
SUMMIT MT FUNNY|false|2375
-541.0274658203125,788.97119140625,1167.192138671875|-0.5066386461257935,3.155949801135202e-17,0.862158477306366|-3.067627218911184e-08,1,-1.8026598880283018e-08|Running
-541.024169921875,788.97119140625,1167.28271484375|0.03708167001605034,-8.752444990989261e-09,0.9993122220039368|5.436015193538424e-09,1,8.556753527955152e-09|Running
-541.0073852539062,788.97119140625,1167.735107421875|0.04144160449504852,-3.549525828816513e-08,0.9991409182548523|8.583849187004944e-09,1,3.5169744450058715e-08|Running
-540.9913940429688,788.97119140625,1168.127685546875|0.039262086153030396,-5.152457660528853e-08,0.9992289543151855|1.0371847380952204e-08,1,5.115680323797278e-08|Running
-540.965087890625,788.97119140625,1168.7933349609375|0.0392623245716095,-7.821728331691702e-08,0.9992289543151855|1.3477094995550942e-08,1,7.774809063221255e-08|Running
-540.944091796875,788.97119140625,1169.3260498046875|0.0392623245716095,-9.9550931054182e-08,0.9992289543151855|1.5958896426582214e-08,1,9.900068675960938e-08|Running
-540.923095703125,788.97119140625,1169.8587646484375|0.04144112393260002,-1.2086989897852618e-07,0.9991409182548523|1.8654418454389088e-08,1,1.2020009876323456e-07|Running
-540.9011840820312,788.97119140625,1170.3914794921875|0.04144112393260002,-8.951403884793763e-08,0.9991409182548523|1.333218158094951e-08,1,8.903802495296986e-08|Running
-540.8790283203125,788.97119140625,1170.9241943359375|0.04144112393260002,-4.064031600137241e-08,0.9991409182548523|5.41567812817334e-09,1,4.0450633065347574e-08|Running
-540.8568115234375,788.97119140625,1171.4569091796875|0.04144112393260002,8.191598510620679e-09,0.9991409182548523|-2.494051631884986e-09,1,-8.095196513124847e-09|Running
-540.8345947265625,788.97119140625,1171.9896240234375|0.04144112393260002,5.6981740215178434e-08,0.9991409182548523|-1.0397013916474407e-08,1,-5.659949664504893e-08|Running
-540.8123779296875,788.97119140625,1172.5223388671875|0.04144112393260002,1.0573014463943764e-07,0.9991409182548523|-1.829321405466544e-08,1,-1.0506231262752408e-07|Running
-540.7901611328125,788.97119140625,1173.0550537109375|0.04144112393260002,8.275794982637308e-08,0.9991409182548523|-1.4005007820117044e-08,1,-8.22482206785935e-08|Running
-540.7679443359375,788.97119140625,1173.5877685546875|0.04144112393260002,5.980540151995228e-08,0.9991409182548523|-9.720469762442008e-09,1,-5.9453650891327925e-08|Running
-540.7457275390625,788.97119140625,1174.1204833984375|0.04144112393260002,3.687248906203422e-08,0.9991409182548523|-5.439598993461914e-09,1,-3.667857484401793e-08|Running
-540.7235107421875,788.97119140625,1174.6531982421875|0.04144112393260002,1.3959196465407331e-08,0.9991409182548523|-1.1623922935299902e-09,1,-1.3922986319414576e-08|Running
-540.7012939453125,788.97119140625,1175.1859130859375|0.04144112393260002,-8.934494921675196e-09,0.9991409182548523|3.111154223134349e-09,1,8.81313599876421e-09|Running
-540.6846313476562,788.97119140625,1175.58544921875|0.04144112393260002,-2.6091910854120215e-08,0.9991409182548523|6.31391383620894e-09,1,2.585246328123958e-08|Running
-540.6624145507812,788.97119140625,1176.1181640625|0.04144112393260002,-4.895133898230597e-08,0.9991409182548523|1.0581062248604667e-08,1,4.8554557707802815e-08|Running
-540.6346435546875,788.97119140625,1176.7840576171875|0.04144112393260002,-7.74981288031995e-08,0.9991409182548523|1.590986187238741e-08,1,7.690487535683133e-08|Running
-540.6124267578125,788.97119140625,1177.3167724609375|0.04144112393260002,-1.0031358499418275e-07,0.9991409182548523|2.016879996347143e-08,1,9.956329449778423e-08|Running
-540.5902099609375,788.97119140625,1177.8494873046875|0.04144112393260002,-1.231095154707873e-07,0.9991409182548523|2.442409119396416e-08,1,1.2220233713833295e-07|Running
-540.5679931640625,788.97119140625,1178.3822021484375|0.04144112393260002,-7.656804257294425e-08,0.9991409182548523|1.5034833822369364e-08,1,7.601028073622729e-08|Running
-540.5513305664062,788.97119140625,1178.78173828125|0.04144112393260002,-4.168806810866954e-08,0.9991409182548523|7.998163020772608e-09,1,4.139217324450328e-08|Running
-540.5235595703125,788.97119140625,1179.4476318359375|0.04144112393260002,1.6395496515997365e-08,0.9991409182548523|-3.7195848623383654e-09,1,-1.6255317092372934e-08|Running
-540.5013427734375,788.97119140625,1179.9803466796875|0.04144112393260002,6.281762665594215e-08,0.9991409182548523|-1.3084759054038386e-08,1,-6.232892246771371e-08|Running
-540.4846801757812,788.97119140625,1180.3798828125|0.04144112393260002,9.760816510606674e-08,0.9991409182548523|-2.0103380293789996e-08,1,-9.685826540817288e-08|Running
-540.4569091796875,788.97119140625,1181.0457763671875|0.04144112393260002,8.316286681520069e-08,0.9991409182548523|-1.6988995099609383e-08,1,-8.252972349964693e-08|Running
-540.4346923828125,788.97119140625,1181.5784912109375|0.04144112393260002,5.7147953924641115e-08,0.9991409182548523|-1.1540735478376973e-08,1,-5.671841663001942e-08|Running
-540.4124755859375,788.97119140625,1182.1112060546875|0.04144112393260002,3.115529167985187e-08,0.9991409182548523|-6.097139237937199e-09,1,-3.092918987590565e-08|Running
-540.3958129882812,788.97119140625,1182.5107421875|0.04144112393260002,1.167538776769561e-08,0.9991409182548523|-2.017499056705674e-09,1,-1.1601747118561434e-08|Running
-540.3680419921875,788.97119140625,1183.1766357421875|0.04144112393260002,-2.0763348373975532e-08,0.9991409182548523|4.776083528668096e-09,1,2.0583103221838428e-08|Running
-540.3458251953125,788.97119140625,1183.7093505859375|0.04144112393260002,-4.668936526286416e-08,0.9991409182548523|1.0205718048439394e-08,1,4.63062086453192e-08|Running
-540.3236083984375,788.97119140625,1184.2420654296875|0.04144112393260002,-7.259320966568339e-08,0.9991409182548523|1.563070739507566e-08,1,7.200731033663033e-08|Running
-540.3013916015625,788.97119140625,1184.7747802734375|0.04144112393260002,-9.847489224057426e-08,0.9991409182548523|2.1051052456755315e-08,1,9.768642428298335e-08|Running
-540.2736206054688,788.97119140625,1185.440673828125|0.04144112393260002,-1.1299292879130007e-07,0.9991409182548523|2.4039561452582348e-08,1,1.1209299799475048e-07|Running
-540.2569580078125,788.97119140625,1185.8402099609375|0.04144112393260002,-7.898300680153625e-08,0.9991409182548523|1.6761081411686973e-08,1,7.835571835812516e-08|Running
-540.2347412109375,788.97119140625,1186.3729248046875|0.04144112393260002,-3.367038914348086e-08,0.9991409182548523|7.0637082849600574e-09,1,3.3406358568299765e-08|Running
-540.2125244140625,788.97119140625,1186.9056396484375|0.04144112393260002,1.1603466631981973e-08,0.9991409182548523|-2.6253665907916e-09,1,-1.150455108955839e-08|Running
-540.1958618164062,788.97119140625,1187.30517578125|0.04144112393260002,4.553343657676123e-08,0.9991409182548523|-9.886730545360933e-09,1,-4.5162519057839745e-08|Running
-540.1514282226562,788.97119140625,1188.37060546875|0.04144112393260002,8.459833367169267e-08,0.9991409182548523|-1.8195219553263087e-08,1,-8.391639738647427e-08|Running
-540.134765625,788.97119140625,1188.7701416015625|0.04144112393260002,6.717284151136482e-08,0.9991409182548523|-1.4414220039782322e-08,1,-6.66327366616315e-08|Running
-540.1181030273438,788.97119140625,1189.169677734375|0.04144112393260002,4.97585226355568e-08,0.9991409182548523|-1.0635647029744177e-08,1,-4.9360171061607616e-08|Running
-540.0958862304688,788.97119140625,1189.702392578125|0.04144112393260002,2.655681541341437e-08,0.9991409182548523|-5.601321184656172e-09,1,-2.634732254591654e-08|Running
-540.0847778320312,788.97119140625,1189.96875|0.04144112393260002,1.49634029611434e-08,0.9991409182548523|-3.085774302746813e-09,1,-1.484828171527397e-08|Running
-540.0625610351562,788.97119140625,1190.50146484375|0.04144112393260002,-8.208541402154879e-09,0.9991409182548523|1.942090710471689e-09,1,8.135047302459952e-09|Running
-540.0403442382812,788.97119140625,1191.0341796875|0.04144112393260002,-3.136066339948229e-08,0.9991409182548523|6.965653387425164e-09,1,3.109871471451697e-08|Running
